Rx_time,rho,X,Y,Z,B,sigma_rho,SVID
419622.000007153,21618229.8879461,4391369.39483091,-18007005.0470181,18980406.1177822,-4252.99511056063,1.49896229,14
419622.000007153,22817455.7572021,-24628034.0107573,-1812054.93786019,9676949.0682211,5413.88545618951,2.99792458,15
419622.000007153,20458172.9170303,-15298316.9861349,-19223680.5889768,10209454.6926946,85382.2688650054,1.49896229,19
419622.000007153,23346593.2652545,-14761960.9084083,6329824.70020186,20748765.9465332,-28688.0363505435,2.99792458,24
419622.000007153,22512395.7971363,-907015.930692453,-26385901.4086582,965398.451374141,-158417.674898891,2.99792458,30
419623.000007153,23474821.3740544,13152664.6187501,-10653534.6403123,20047459.1515895,62004.3892692856,2.99792458,1
419623.000007153,23580105.6573668,-5628477.40372656,-24555700.3612563,-8187832.31593574,173242.284408885,2.99792458,6
419623.000007153,21731876.8740063,-22771320.3287881,-12941605.6847855,4827718.25063298,145223.27939206,1.49896229,13
419623.000007153,21618515.7923136,4393558.4153638,-18008042.4695889,18978901.8395038,-4252.99233073719,1.49896229,14
419623.000007153,22817670.1854777,-24629121.0927339,-1812819.16808573,9674195.17994625,5413.8863023264,1.49896229,15
419623.000007153,20457815.536571,-15297125.1792588,-19223081.9298506,10212276.6281338,85382.2705680416,1.49896229,19
419623.000007153,23345878.5043359,-14762334.8835795,6327116.32800872,20749358.274949,-28688.0422438383,2.99792458,24
419623.000007153,22512896.1297793,-906632.893403332,-26386016.5605006,962265.91860629,-158417.674990031,2.99792458,30
419624.000007153,23475035.80233,13152770.8094922,-10650914.3923761,20048795.0608238,62004.3868449516,2.99792458,1
419624.000007153,23579390.8964481,-5628299.95384325,-24556750.8498307,-8184819.00524494,173242.28519967,2.99792458,6
419624.000007153,21732305.7305574,-22771685.383644,-12942170.5759899,4824613.61883754,145223.28140334,1.49896229,13
419624.000007153,21618801.696681,4395747.21396538,-18009079.9228112,18977397.1560325,-4252.98955095014,1.49896229,14
419624.000007153,22817884.6137533,-24630207.890966,-1813583.2104138,9671441.08495031,5413.8871486788,2.99792458,15
419624.000007153,20457529.6322036,-15295933.043451,-19222483.1395812,10215098.3466907,85382.2722709467,1.49896229,19
419624.000007153,23345235.2195091,-14762709.0063217,6324407.90551148,20749950.145408,-28688.0481370327,2.99792458,24
419624.000007153,22513396.4624224,-906249.858412288,-26386131.3380809,959133.365030863,-158417.675081219,2.99792458,30
419625.000007153,23475321.7066975,13152877.162086,-10648293.9821914,20050130.5272777,62004.384420658,2.99792458,1
419625.000007153,23578676.1355295,-5628122.565954,-24557800.9683304,-8181805.51899653,173242.285990473,2.99792458,6
419625.000007153,21732663.1110168,-22772050.1610979,-12942735.2106187,4821508.88447651,145223.283414711,1.49896229,13
419625.000007153,21619087.6010485,4397935.79111019,-18010117.4065102,18975892.0674002,-4252.9867711995,1.49896229,14
419625.000007153,22818099.0420289,-24631294.4053603,-1814347.06557764,9668686.78329313,5413.88799524673,1.49896229,15
419625.000007153,20457172.2517443,-15294740.576924,-19221884.2189076,10217919.8496503,85382.2739737216,1.49896229,19
419625.000007153,23344591.9346824,-14763083.2770166,6321699.43145372,20750541.5580395,-28688.0540301281,2.99792458,24
419625.000007153,22513896.7950654,-905866.824917144,-26386245.7414218,956000.790715564,-158417.675172454,2.99792458,30
419627.000007153,23475750.5632486,13153090.3532462,-10643052.6719749,20052800.1333206,62004.3795721889,2.99792458,1
419627.000007153,23577246.6136923,-5627767.97762401,-24559900.0946199,-8175778.02008581,173242.287572133,2.99792458,6
419627.000007153,21733377.8719354,-22772778.8849261,-12943863.7071374,4815299.11054153,145223.287437722,1.49896229,13
419627.000007153,21619659.4097834,4402312.2796459,-18012192.4654393,18972880.6747792,-4252.9812118074,1.49896229,14
419627.000007153,22818527.8985801,-24633466.5825936,-1815874.21285388,9663177.5602363,5413.88968902915,2.99792458,15
419627.000007153,20456457.4908257,-15292354.6548699,-19220685.9851621,10223562.2065169,85382.2773788797,1.49896229,19
419627.000007153,23343233.888937,-14763832.2620427,6316282.32902719,20751723.0099143,-28688.0658160235,2.99792458,24
419627.000007153,22514897.4603515,-905100.764016215,-26386473.4253125,949735.580136221,-158417.675355065,2.99792458,30
419628.000007153,23476036.4676161,13153197.1917225,-10640431.7734319,20054134.2722152,62004.3771480147,2.99792458,1
419628.000007153,23576603.3288655,-5627590.77688935,-24560949.1021617,-8172764.00827157,173242.288362991,2.99792458,6
419628.000007153,21733735.2523947,-22773142.830868,-12944427.5697049,4812194.07109901,145223.289449362,1.49896229,13
419628.000007153,21619873.8380589,4404500.19227732,-18013230.040623,18971374.3704947,-4252.97843216527,1.49896229,14
419628.000007153,22818742.3268557,-24634552.2453009,-1816637.50568838,9660422.63895701,5413.89053624365,2.99792458,15
419628.000007153,20456100.1103663,-15291161.1988226,-19220086.6726139,10226383.0603027,85382.2790812628,1.49896229,19
419628.000007153,23342590.6041102,-14764206.9763491,6313573.70129815,20752313.0489934,-28688.071708822,2.99792458,24
419628.000007153,22515397.7929945,-904717.735803298,-26386586.7058807,946602.944007588,-158417.675446442,2.99792458,30
419630.000007153,23476465.3241673,13153411.3545629,-10635189.4874617,20056801.2228786,62004.3722997847,2.99792458,1
419630.000007153,23575173.8070283,-5627236.56212928,-24563046.006849,-8166735.45737469,173242.289944761,2.99792458,6
419630.000007153,21734521.4894052,-22773869.8917799,-12945554.5212501,4805983.68833349,145223.293472913,1.49896229,13
419630.000007153,21620445.6467938,4408875.34927651,-18015305.2818533,18968360.5475727,-4252.9728729915,1.49896229,14
419630.000007153,22819099.707315,-24636722.7190632,-1818163.52851989,9654912.17654068,5413.89223131943,2.99792458,15
419630.000007153,20455456.8255396,-15288773.2988497,-19218887.6550901,10232024.1176041,85382.2824856368,1.49896229,19
419630.000007153,23341304.0344567,-14764956.8482488,6308156.2934335,20753491.7535176,-28688.0834941218,2.99792458,24
419630.000007153,22516398.4582806,-903951.685739678,-26386812.1441752,940337.610410889,-158417.675629337,2.99792458,30
419631.000007153,23574459.0461097,-5627059.54788461,-24564093.9037293,-8163720.91914011,173242.290735673,2.99792458,6
419631.000007153,21734878.8698645,-22774233.0062185,-12946117.6113665,4802878.34440175,145223.295484824,1.49896229,13
419631.000007153,21620731.5511613,4411062.59483033,-18016342.9478669,18966853.0286396,-4252.97009345918,1.49896229,14
419631.000007153,22819314.1355906,-24637807.5297651,-1818926.25855388,9652156.63618094,5413.89307918052,2.99792458,15
419631.000007153,20455099.4450803,-15287578.8538437,-19218287.9507146,10234844.3216709,85382.2841876281,1.49896229,19
419631.000007153,23340589.2735381,-14765332.0061963,6305447.51217757,20754080.4190796,-28688.0893866244,2.99792458,24
419631.000007153,22516898.7909236,-903568.663161915,-26386924.3019174,937204.913078258,-158417.675720856,2.99792458,30
