Rx_time,rho,X,Y,Z,B,sigma_rho,SVID
419329.000006437,23397484.24266,13128365.1309985,-11416536.1483116,19635641.5875373,62005.1036308788,2.99792458,1
419329.000006437,21612654.7527809,-22652162.8428152,-12764226.7423225,5735783.47338192,145222.692006003,2.99792458,13
419329.000006437,22746194.093616,-24297475.2230793,-1579933.43645086,10474680.8800102,5413.64681230516,2.99792458,15
419329.000006437,20407567.8439922,-6266345.83088881,-18858420.6385138,18004823.2179427,210818.300889223,1.49896229,17
419329.000006437,20548804.601511,-15633322.9813961,-19393215.7845918,9373573.21177862,85381.7642690296,1.49896229,19
419329.000006437,23527570.7298484,-14658741.0172508,7120879.7625443,20555548.1045999,-28686.3054692195,2.99792458,24
419330.000006437,23397698.6709356,13128424.7491196,-11413966.698994,19637106.282239,62005.1011960378,2.99792458,1
419330.000006437,21613012.1332402,-22652607.48835,-12764868.6906314,5732711.62282904,145222.693990555,1.49896229,13
419330.000006437,22746408.5218916,-24298643.6260932,-1580753.86247845,10471990.1369173,5413.64759538549,2.99792458,15
419330.000006437,20407639.3200841,-6264443.83029075,-18857306.2514689,18006707.21826,210818.302522243,2.99792458,17
419330.000006437,23526855.9689298,-14659071.8191301,7118189.33841628,20556274.0240089,-28686.311390336,2.99792458,24
419331.000006437,23397913.0992112,13128484.5217323,-11411397.0674872,19638570.5434259,62005.0987612286,2.99792458,1
419331.000006437,21613369.5136995,-22653051.8699089,-12765510.3718317,5729639.65118875,145222.695975199,1.49896229,13
419331.000006437,22746551.4740753,-24299811.7581566,-1581574.09267791,10469299.1689938,5413.64837868084,2.99792458,15
419331.000006437,20407782.2722678,-6262541.57227271,-18856191.8523397,18008590.8458771,210818.3041554,1.49896229,17
419331.000006437,23526212.684103,-14659402.7673091,7115498.84451834,20556999.4893138,-28686.3173113601,2.99792458,24
419331.000006437,22355362.8233161,-1018764.85404417,-26336508.1452613,1875800.62774677,-158417.650437255,2.99792458,30
419332.000006437,23398127.5274868,13128544.4492523,-11408827.253409,19640034.371066,62005.0963264511,2.99792458,1
419332.000006437,21613726.8941588,-22653495.987011,-12766151.7867268,5726567.55852645,145222.697959934,1.49896229,13
419332.000006437,22746765.9023509,-24300979.6186694,-1582394.12667036,10466607.977582,5413.64916219084,2.99792458,15
