Rx_time,rho,X,Y,Z,B,sigma_rho,SVID
418943.445282922,20680128.3440375,-16031186.7052498,-19596831.879433,8247971.79571129,85381.0833914839,5.096471786,19
418943.445282922,23768916.1058988,-14542064.1218933,8152248.24143534,20241992.2005283,-28684.0160410004,15.889000274,24
418943.445282922,22154042.3834874,-1169909.13739446,-26221751.7977351,3082662.35666646,-158417.624568848,5.696056702,30
418944.445282922,23311540.2450712,13116655.5322703,-12390475.5651151,19040562.3387489,62006.04205097,4.796679328,1
418944.445282922,24024861.3113223,-5765901.07945036,-23759007.6204486,-10188701.5115791,173241.751717313,36.274887418,6
418944.445282922,21468036.7014712,-22462011.5004246,-12497336.5030286,6907480.58533144,145221.93568853,4.796679328,13
418944.445282922,21405843.8462435,2859376.07670027,-17313642.6295471,19904920.7217534,-4254.88708174398,3.297717038,14
418944.445282922,22665148.1627441,-23828480.4763506,-1249673.9612206,11492238.8648216,5413.36156857108,6.295641618,15
418944.445282922,20345696.1425718,-6978334.45772375,-19285524.9045154,17253090.237149,210817.683244757,4.197094412,17
418944.445282922,20679733.9342162,-16030217.6318402,-19596334.7694789,8250926.27252606,85381.0851820482,5.096471786,19
418944.445282922,23768238.0951387,-14542338.9053077,8149590.17744972,20242891.9324138,-28684.0219951341,13.790453068,24
418944.445282922,22154502.9645344,-1169513.64490012,-26222119.5203931,3079559.50482772,-158417.624625252,5.696056702,30
418945.445282922,23311701.9038884,13116657.6578483,-12387981.12362,19042191.2840392,62006.039605961,3.897301954,1
418945.445282922,24024174.8197565,-5765669.78058891,-23760302.6526894,-10185822.0425541,173241.752497068,30.578830716,6
418945.445282922,21468359.6003002,-22462554.4046402,-12498082.9979697,6904460.1116919,145221.937637417,4.796679328,13
418945.445282922,21406113.3823067,2861705.67160976,-17314648.3113247,19903697.8029948,-4254.88427673245,3.297717038,14
418945.445282922,22665284.5885464,-23829749.8435772,-1250571.56295694,11489638.6706289,5413.3622693029,6.295641618,15
418945.445282922,20345797.5283369,-6976533.90097631,-19284419.386489,17255114.5428797,210817.684823651,4.197094412,17
418945.445282922,20679332.2302038,-16029248.2326329,-19595837.4914092,8253880.5751815,85381.0869724853,5.096471786,19
418945.445282922,23767579.7682243,-14542613.8322915,8146932.01699816,20243791.2167891,-28684.0279491872,13.790453068,24
418945.445282922,22154985.3583536,-1169118.18709192,-26222486.8738435,3076456.58669585,-158417.624681711,5.096471786,30
418946.445282922,23311861.5384802,13116659.9273832,-12385486.4747887,19043819.8088264,62006.0371609731,3.897301954,1
418946.445282922,24023480.3708913,-5765438.57751238,-23761597.3353393,-10182942.3549088,173241.753276837,23.98339664,6
418946.445282922,21468675.1351374,-22463097.0622896,-12498829.2160416,6901439.49198829,145221.939586397,4.796679328,13
418946.445282922,21406380.3706381,2864035.07404236,-17315654.0556141,19902474.4596182,-4254.88147175879,3.297717038,14
418946.445282922,22665445.723857,-23831018.9570111,-1251468.95916944,11487038.2300743,5413.362970248,6.295641618,15
418946.445282922,20345899.9262146,-6974733.07568089,-19283313.8343744,17257138.4912993,210817.686402689,4.197094412,17
418946.445282922,20678942.671543,-16028278.5078228,-19595340.0451942,8256834.703422,85381.0887627952,5.096471786,19
418946.445282922,23766898.5117237,-14542888.9029579,8144273.75965546,20244690.0537628,-28684.0339031604,11.99169832,24
418946.445282922,22155458.2941548,-1168722.76374769,-26222853.8581185,3073353.60201522,-158417.624738225,5.096471786,30
418947.445282923,23312023.6859035,13116662.340892,-12382991.618731,19045447.9130534,62006.0347160064,5.096471786,1
418947.445282923,24022784.2468052,-5765207.47021374,-23762891.6683301,-10180062.4487594,173241.754056621,26.681528762,6
418947.445282923,21469000.3722956,-22463639.473347,-12499575.1571356,6898418.72645084,145221.941535472,4.796679328,13
418947.445282923,21406642.0890037,2866364.28398923,-17316659.8623799,19901250.6916355,-4254.87866682297,3.297717038,14
418947.445282923,22665595.5863269,-23832287.8167491,-1252366.15019965,11484437.5428975,5413.36367140646,7.195018992,15
