Rx_time,rho,X,Y,Z,B,sigma_rho,SVID
419616.434866586,23472719.9490333,13151971.4797956,-10670732.8812812,20038677.737128,62004.4051863586,6.295641618,1
419616.434866586,21728865.8738357,-22768916.8178518,-12937890.6945775,4848098.05944835,145223.266189962,5.696056702,13
419616.434866586,21616128.0441198,4379183.1427493,-18001232.2076975,18988770.2317902,-4253.01058132917,6.295641618,14
419616.434866586,22815705.8493672,-24621979.0668661,-1807798.46194845,9692271.05931689,5413.88075125739,7.195018992,15
419616.434866586,20461785.2517042,-5709108.54187334,-18537829.7350239,18530882.1653021,210818.775832046,5.096471786,17
419616.434866586,20459496.0623402,-15304943.5316122,-19227009.8173905,10193746.2846576,85382.2593849884,5.096471786,19
419616.434866586,23349674.3105991,-14759882.3863303,6344896.22121822,20745461.1945932,-28688.0035517418,18.287339938,24
419616.434866586,22509028.6729221,-909147.624825065,-26385253.736021,982831.047238025,-158417.674392551,5.696056702,30
419617.434866586,23472994.8248632,13152076.6083137,-10668113.704857,20040016.5501973,62004.4027617648,6.295641618,1
419617.434866586,21729272.6733117,-22769283.6902452,-12938457.2775896,4844994.09755625,145223.268200651,5.696056702,13
419617.434866586,21616452.4087672,4381373.39610944,-18002269.4589572,18987268.2092364,-4253.00780130346,3.897301954,14
419617.434866586,22815945.4059563,-24623067.7271917,-1808563.73669539,9689518.3228043,5413.88159619484,8.094396366,15
419617.434866586,20461987.0111217,-5707133.38321699,-18536714.1833352,18532657.6586169,210818.777503576,4.796679328,17
419617.434866586,20459207.9243449,-15303753.5604512,-19226411.8873975,10196569.4215739,85382.2610887508,5.096471786,19
419617.434866586,23349037.8313572,-14760255.5385847,6342188.13709734,20746056.0704477,-28688.009445585,13.790453068,24
419617.434866586,22509569.2108668,-908764.575753222,-26385370.9705509,979698.631924033,-158417.674483427,8.094396366,30
419618.434866586,23473285.5454907,13152181.8985837,-10665494.36522,20041354.9209241,62004.4003372107,8.094396366,1
419618.434866586,21729699.5056376,-22769650.2858311,-12939023.6028858,4841890.03361514,145223.27021143,5.096471786,13
419618.434866586,21616771.0148427,4383563.42814277,-18003306.7410796,18985765.7812853,-4253.00502131412,3.297717038,14
419618.434866586,22816195.3628752,-24624156.1039381,-1809328.82372624,9686765.37933183,5413.88244134778,10.49273603,15
